year,resid,age,gender,race,educ1,urban,region,income,union,religion,martial_status,occup2,partyid7,str_partyid,dlikes,rlikes,presvote_2party,ideo7,perfin1
1996,1471,46,1,1,4,2,3,5,2,2,1,1,5,2,0,0,1,5,2
1996,1472,91,2,1,3,2,3,3,2,1,5,2,7,4,2,3, ,7,2
1996,1473,44,2,1,4,1,1, ,2,3,1,1,1,4,2,1,1,3,1
1996,1475,85,1,1,2,2,1,3,2,2,1,1,6,3,2,3,2,5,1
1996,1476,76,1,1,4,3,2,1,2,1,5,1,3,2,3,-1,1,6,2
1996,1477,65,2,2,3,3,3,1,2,1,3,1,7,4,-1,-4,1,4,3
1996,1478,35,2,4,2,3,3,3,2,1,1,1,1,4,1,0,1, ,2
1996,1479,47,2,4,2,3,3,2,1,1,1,4,1,4,2,-1,1,4,1
1996,1480,76,1,1,2,3,3,1,2,1,1,3,3,2,-4,2, ,5,2
1996,1481,53,2,1,2,3,3,3,2,4,1,3,1,4,0,0,1,2,2
1996,1482,28,2,1,3,3,3,3,2,1,2,3,3,2,0,0, ,4,1
1996,1483,59,1,4,3,3,3,3,2,1,3,3,2,3,-3,0,2,4,3
1996,1485,32,2,4,2,3,3,3,2,1,1,3,1,4,2,-1,1,4,2
1996,1486,24,2,2,2,1,3,1,2,1,2,3,3,2,1,0, ,3,1
1996,1487,21,1,2,2,1,2,1,2,1,2,3,6,3,-2,2, ,6,3
1996,1489,45,1,2,3,1,2, ,1,1,1,4,6,3,-1,-1,1,6,3
1996,1490,38,2,1,2,3,3,3,2,1,1,3,1,4,4,-1,1,4,1
1996,1491,55,2,1,2,3,3,3,2,1,1,2,6,3,-4,0,2,7,3
1996,1493,39,1,1,4,2,2, ,2,1,1,1,7,4,-2,3,2,6,1
1996,1494,46,2,1,3,3,3,3,2,1,1,2,1,4,3,-3,1,2,1
1996,1495,53,2,1,2,3,3,2,2,2,3,3,2,3,-1,-1,2,3,1
1996,1496,40,2,1,2,3,3,3,2,1,1,2,4,1,1,-1, ,4,2
1996,1497,31,1,2,3,1,3,1,2,1,2,4,4,1,0,5,1,4,2
1996,1498,42,2,5,4,1,3, , ,2,1,1,2,3,-2,-1,1,4,3
1996,1499,35,2,2,3,1,3,2,2,1,5,3,1,4,1,-3, ,6,1
1996,1500,46,1,2,2,3,3,3,2,1,1,3,1,4,1,0, ,3,2
1996,1501,58,2,5,4,3,3,3,2,2,1,1,5,2,0,1,2,5,2
1996,1502,42,1,1,3,1,3,3,2,2,1,2,7,4,-5,1,2,6,1
1996,1505,41,1,1,2,2,2,4,1,1,1,3,1,4,1,0, ,4,1
1996,1506,64,1,1,4,2,2,4,2,2,1,1,6,3,-5,4,2,5,2
1996,1507,67,1,2,2,2,1,2,2,1,5,1,1,4,2,2, ,6,1
1996,1509,37,2,1,3,2,3,4,2,1,1,2,6,3,-5,5,2,6,2
1996,1510,47,1,1,2,3,3,3,2,1,1,3,2,3,-4,3, ,6,1
1996,1511,34,2,2,2,3,3,2,1,1,4,3,3,2,5,0, ,6,1
1996,1512,25,1,2,2,3,3, ,2,1,2,3,4,1,1,-2, ,2,2
1996,1513,67,2,1,4,2,2,3,2,1,5,1,6,3,-3,3,2,6,2
1996,1515,84,2,1,4,3,1,1,2,1,5,1,1,4,2,-3,1,4,2
1996,1516,47,2,1,4,3,1,4,1,1,1,1,2,3,4,-2,1,2,1
1996,1517,30,2,1,2,3,4,1,2,1,3,3,4,1,1,-1, ,3,2
1996,1518,63,1,1,4,3,4,4,2,1,1,1,7,4,-2,5,2,6,3
1996,1519,83,2,1,2,3,4,2,2,1,5,2,2,3,4,2,1, ,2
1996,1522,83,2,2,2,3,3,2,2,1,1, ,1,4,1,0,1,4,2
1996,1523,23,2,4,2,3,3,3,2,1,1,2,4,1,0,0, ,4,2
1996,1524,23,1,4,2,3,3,3,2,1,2,3,1,4,2,0, ,4,1
1996,1525,36,1,2,2,3,3,2,2,1,1,3,2,3,0,0, ,6,3
1996,1526,34,2,1,2,2,3,1,2,1,2,6,4,1,-2,0, ,4,3
1996,1527,73,2,1,3,2,2,4,2,2,5,1,5,2,-5,3,2,4,2
1996,1528,84,2,1,2,2,2,1,2,4,5,3,2,3,0,0, ,4,2
1996,1529,60,2,1,2,2,2,4,2,1,1,1,5,2,0,0, ,4,3
1996,1530,41,1,2,2,1,2,3,1,1,1,3,4,1,4,0, ,5,1
1996,1531,30,2,1,3,2,2,4,2,2,1,2,6,3,-2,1,2,6,1
1996,1532,46,2,1,3,3,2,3,2,1,3,3,6,3,-2,-1, ,3,3
1996,1533,39,1,1,2,1,2,1,2,1,7,3,7,4,-5,4,2,6,2
1996,1534,27,1,1,2,2,2,1,2,4,2,3,3,2,2,-2,1,4,2
1996,1535,26,2,1,3,2,2, ,1,2,2,3,3,2,-5,3, ,4,1
1996,1536,26,2,1,4,2,2,5,1,2,2,1,1,4,5,1,1,3,1
1996,1537,76,2,1,2,2,2,2,2,2,5,3,6,3,-3,1, ,5,3
1996,1538,64,2,1,2,2,2,4,1,1,1,1,1,4,3,-1,1,2,1
1996,1539,33,2,1,3,2,2,1,2,2,2,2,2,3,-1,-1,1,5,1
1996,1540,32,2,1,2,2,2,4,2,1,1,2,7,4,-1,4,2,6,2
1996,1541,37,2,1,4,2,2,3,1,4,2,2,2,3,1,-1, ,4,1
1996,1542,68,1,1,2,2,2,3,1,2,1,3,2,3,0,0,1,5,3
1996,1543,52,1,1,2,2,2,4,2,1,3,1,5,2,2,-3,1,5,1
1996,1545,44,1,1,2,2,2,3,1,1,1,3,2,3,2,0, ,3,1
1996,1546,48,2,1,2,3,2,3,1,4,1,3,2,3,0,2,2,4,2
1996,1547,49,2,1,4,3,4,4,2,2,1,1,5,2,-5,3,2,6,1
1996,1548,47,1,4,2,3,4,1,2,1,1,4,3,2,-5,5,2,6,3
1996,1549,65,2,1,3,3,4,3,2,4,1,2,2,3,3,-3,1,6,2
1996,1550,35,2,1,3,3,4,2,2,1,1,2,3,2,4,0,1,4,3
1996,1551,41,2,1,2,3,2,3,2,1,1,2,2,3,1,-1, ,6,1
1996,1552,87,2,1,2,3,3,2,2,1,5,2,1,4,4,-2,1,4,2
1996,1556,88,2,1,2,2,1,1,2,4,5,6,1,4,5,-5,1,4,2
1996,1557,48,2,1,2,2,1,3,2,2,4,3,5,2,-1,0,2,3,3
1996,1559,70,1,1,3,1,4,2,2,4,3,1,6,3,-4,-2,2,6,1
1996,1561,30,2,2,3,1,3,3,2,1,2,2,2,3,3,-1,1,4,1
1996,1562,86,1,1,2,2,2,4,2,2,1,1,2,3,3,-2,1,2,2
1996,1563,61,1,1,4,2,2,4,2,1,1,1,6,3,-3,5,2,5,3
1996,1564,38,1,2,2,1,3,4,2,1,1,3,1,4,0,0,1,6,2
1996,1565,64,2,1,2,2,3,3,2,2,1,2,6,3,-4,2,2,5,2
1996,1566,27,1,1,4,3,3,3,2,1,2,1,2,3,3,-1,1,3,1
1996,1567,40,2,1,4,2,3,5,2,4,1,1,3,2,2,-1,1,3,1
1996,1568,44,1,2,3,1,3,3,2,2,1, ,1,4,5,-5,1,2,1
1996,1569,48,1,1,2,2,3,4,2,4,1,3,6,3,-4,1, ,6,2
1996,1571,56,2,1,3,2,4,4,2,1,1,1,6,3,-5,4,2,6,2
1996,1572,23,2,5,3,1,2,3,2,2,2, ,1,4,2,-2,1,2,3
1996,1573,50,2,2,3,1,2, ,1,1,4,3,1,4,1,-2,1,4,2
1996,1574,46,2,5,4,1,2,3,2,2,2,1,1,4,1,-3,1,5,3
1996,1575,51,2,4,4,1,4, ,2,1,1,1,6,3,-1,1, ,7,3
1996,1576,45,1,1,4,1,4,4,2,1,3,1,2,3,3,-5,1,3,1
1996,1577,75,2,1,4,1,4, ,2,1,5,1,7,4,-1,-2,2,5,1
1996,1578,43,2,1,4,1,4,3,2,4,2,1,3,2,1,-3,1,2,1
1996,1581,41,2,1,2,2,4,3,2,1,2,2,2,3,5,-2, ,2,1
1996,1582,35,2,3,3,2,4,3,2,2,1,2,6,3,-1,2,2,4,1
1996,1583,35,2,2,3,1,3,3,2,1,1,2,1,4,0,0, ,4,2
1996,1584,36,2,5,3,1,3,4,2,2,1,3,4,1,0,1,2,4,1
1996,1586,41,1,1,4,1,3,3,2,3,2,1,2,3,4,-2,1,1,2
1996,1587,46,1,1,4,1,3,4,2,1,2,1,5,2,-3,0,2,5,1
1996,1588,40,2,2,3,1,3,1,2,1,2,3,2,3,2,-4,1,3,1
1996,1590,34,2,2,2,1,3,1,2,4,2,3,2,3,2,0, , ,3
1996,1591,35,1,1,4,2,3,3,2,1,2,1,5,2,-2,0,2,4,2
1996,1592,56,2,1,4,1,4,5,2,1,1,6,2,3,-1,-5,1,2,1
1996,1593,33,2,1,4,1,4,1,1,1,1,2,1,4,4,-1,1,2,3
1996,1594,43,1,5,4,1,4,3,1,2,1,1,3,2,-1,-2, ,1,2
1996,1595,35,1,4,2,1,4, ,2,1,1,3,7,4,-2,5,2,5,2
1996,1598,55,1,1,1,3,1,3,2,1,1,4,2,3,1,-1,1,6,2
1996,1599,56,1,1,4,3,1,4,1,1,3,1,2,3,4,3,1,3,2
1996,1600,70,2,1,4,3,1,3,2,2,1,1,1,4,1,-5,1,2,2
1996,1601,33,1,1,2,3,1,4,2,2,1,3,2,3,1,0,1,4,1
1996,1602,38,2,1,2,1,2,1,2,3,3,3,3,2,1,-2, ,4,2
1996,1603,66,2,1,2,3,2,2,2,1,1,2,6,3,-3,2,2,4,1
1996,1604,93,2,1,1,2,2, ,2,1,5,1,7,4,0,1,2,6,2
1996,1605,40,1,1,2,3,3,3,2,1,1,3,5,2,-2,-3, ,4,2
1996,1607,91,2,1,2,2,2,1,2,1,5,2,2,3,0,-1, ,2,2
1996,1608,39,1,1,2,3,2,3,2,2,1,2,7,4,-1,0,2,7,3
1996,1609,46,2,1,2,3,2,2,2,1,3,2,3,2,0,0,1,4,3
1996,1612,26,2,2,2,3,3,1,1,1,2,2,3,2,2,-1,1,4,3
1996,1613,69,1,1,3,2,3,5,2,1,1,1,5,2,-5,3,2,5,3
1996,1614,50,2,2,2,3,3,2,2,1,1,3,5,2,3,-1, , ,1
1996,1615,47,1,1,4,3,3,1,2,1,1,1,6,3,-1,1,2,5,2
1996,1617,36,2,1,4,3,3,3,1,1,2,1,5,2,-1,0, ,4,1
1996,1618,35,2,1,4,3,3,4,2,1,1,1,7,4,-3,1,2,6,2
1996,1619,50,1,1,2,3,3,1,2,1,3,3,2,3,0,0, ,6,1
1996,1620,47,1,1,2,2,2,3,1,1,1,2,1,4,2,0,1,2,2
1996,1621,56,2,1,2,2,2,4,1,1,1,2,5,2,-2,0,2,6,3
1996,1622,39,1,1,3,3,3,3,2,4,1,2,1,4,1,-1,1,2,1
1996,1623,82,2,1,2,3,3,1,2,1,5,3,6,3,0,2,2,5,2
1996,1624,67,1,1,2,3,3, ,2,1,1,3,7,4,-3,5,2,5,3
1996,1625,42,1,1,2,3,3, ,2,1,1,3,4,1,1,-2,1,6,2
1996,1626,34,2,1,2,3,3,5,2,1,1,1,7,4,-4,4,2,7,3
1996,1627,28,1,1,2,3,3,4,2,4,1,5,3,2,0,-3,1,4,2
1996,1628,39,2,1,3,3,4,4,1,1,1,1,3,2,2,-3,1,6,1
1996,1629,40,1,1,4,1,2,3,2,2,1,2,2,3,-1,0,2,5,3
1996,1630,42,1,1,2,1,2,3,1,2,3,4,3,2,2,-1,1,6,3
1996,1631,63,1,1,2,2,4,3,2,2,1,3,4,1,-1,0,2,3,2
1996,1632,38,2,1,2,2,1,3,2,1,1,6,5,2,-4,1,2,6,2
1996,1633,56,2,1,2,2,1,2,1,2,2,2,6,3,-2,0, ,2,2
1996,1634,46,2,1,2,2,1,1,2,1,3,1,2,3,1,-1,1,4,3
1996,1635,32,1,1,4,2,3,3,2,1,1,1,6,3,1,0, ,4,2
1996,1636,38,1,1,4,1,3,4,2,1,1,1,6,3,-2,3,2,6,1
1996,1637,31,2,1,3,2,3,3,2,1,1,2,1,4,4,-3,1,1,1
1996,1638,65,1,1,4,2,3,5,1,3,2,1,3,2,3,1, ,3,1
1996,1639,29,1,2,4,2,3,4,2,1,1,1,4,1,-2,-1, ,5,1
1996,1640,87,1,1,4,2,3,4,2,1,1,1,7,4,-5,5,2,6,2
1996,1641,35,2,1,4,2,3,3,2,1,1,1,1,4,-1,0,1,2,1
1996,1642,56,2,1,3,1,3,2,2,1,5,2,2,3,1,0, ,5,2
1996,1643,37,2,2,2,1,3,3,1,1,3,3,2,3,1,0, ,6,1
1996,1644,32,2,5,2,2,3,2,2,1,1,1,3,2,0,0, ,5,1
1996,1645,67,2,1,1,2,3,2,2,1,5,3,1,4,1,0,1,4,1
1996,1646,45,1,1,4,3,3,4,2,1,1,1,7,4,-3,2,2,6,2
1996,1647,61,1,3,4,3,3,4,2,1,1,1,1,4,4,0,1,1,2
1996,1648,38,1,1,3,1,3, ,2,1,1,1, ,1,0,0, ,4,2
1996,1649,37,1,1,4,2,3,1,2,1,1,2,7,4,-3,1,2,6,1
1996,1650,34,2,1,4,2,3,4,2,2,1,1,2,3,2,0,1,3,1
1996,1654,36,1,5,4,3,3,3,2,2,2,1,2,3,0,-5,1,3,1
1996,1655,67,2,1,3,2,3,4,2,1,1,6,7,4,-5,5,2,6,3
1996,1656,33,1,1,4,2,2,4,1,2,1,3,7,4,-2,1,2,2,1
1996,1657,63,1,1,4,1,2,3,2,2,5,1,4,1,-1,1,2,5,2
1996,1658,74,2,1,2,1,2,2,2,2,5,6,6,3,-1,1,2,4,2
1996,1659,74,2,1,2,2,2,2,2,1,5,2,6,3,-1,0,2,4,2
1996,1661,73,2,1,3,2,2,1,2,3,5,2,2,3,3,2, ,3,2
1996,1662,52,1,1,4,2,2,4,1,3,1,1,5,2,4,-3,1,2,1
1996,1663,27,2,1,3,1,4, ,2,1,1,3,7,4,-3,3,2,6,3
1996,1664,33,2,2,2,1,3,1,2,1,2,2,5,2,-5,0, ,7,3
1996,1665,28,1,4,3,2,2,3,2,4,1,2,5,2,-1,-1,2,5,2
1996,1666,63,2,3,4,1,1,3,2,2,3,1,5,2,1,2,2,4,1
1996,1667,83,2,2,1,3,3,1,2,1,5,3,1,4,3,0,1,6,2
1996,1668,57,1,1,4,3,3,3,2,1,1,1,1,4,5,3,1,3,1
1996,1669,34,2,1,2,1,1,4,1,2,1,2,1,4,1,-2,1,4,3
1996,1671,34,1,1,3,1,1,4,1,2,1,3,5,2,0,1,2,5,3
1996,1672,50,1,1,4,1,4,2,2,4,2,1,2,3,1,-2,1,3,3
1996,1674,20,1,5,3,1,3,3,2,1,2,3,5,2,-4,3,2,6,1
1996,1675,64,2,1,2,1,3,3,2,1,1,6,6,3,-2,2,2,6,2
1996,1676,34,2,1,4,1,3,3,2,1,2,1,6,3,2,1, ,4,1
1996,1677,74,2,1,2,3,3,1,2,1,5,3,1,4,3,0,1,2,2
1996,1678,29,1,2,2,2,1,2,2,1,1,3,2,3,3,0, ,4,1
1996,1680,47,1,1,4,2,2,4,2,4,2,1,1,4,2,-2,1,2,2
1996,1681,60,1,1,4,2,2,3,2,1,1,3,7,4,-5,5,2,6,2
1996,1682,48,1,1,2,3,2,3,1,2,1,3,2,3,2,-1, ,4,2
1996,1683,70,2,2,2,2,1,3,2,1,5,1,2,3,2,0,1,2,2
1996,1684,85,1,1,2,2,1,4,2,1,1,2,6,3,0,-2,1,5,1
1996,1685,59,2,1,1,2,1,1,2,2,3,3,7,4,-4,3,2,6,3
1996,1686,70,2,5,2,2,1,2,2,1,1,6,7,4,-3,0, ,7,3
1996,1687,50,2,1,4,2,4,4,1,4,3,1,2,3,1,-1, ,2,1
1996,1688,42,1,3,4,2,4,3,2,4,2,2,2,3,2,-5,1,1,2
1996,1689,34,1,2,2,2,1,4,2,1,4,3,2,3,1,-1,1,2,3
1996,1690,38,2,4,3,2,4,4,2,1,1,1,2,3,1,-1,1,3,1
1996,1691,31,2,1,2,2,4,4,2,4,1,1,6,3,-1,4,2,4,2
1996,1692,25,1,1,3,2,4,4,1,4,3,2,6,3,1,0, ,3,3
1996,1693,29,1,1,2,3,2,3,1,4,1,3,1,4,0,-3,1,6,2
1996,1694,39,2,1,3,2,2,2,1,4,1,2,6,3,-4,0, ,4,3
1996,1695,55,2,1,2,2,2,4,1,1,1,2,1,4,2,-3,1,4,1
1996,1697,32,1,1,3,1,1,4,2,2,1, ,5,2,0,0, ,5,1
1996,1698,40,1,1,2,2,1,4,2,2,1,3,4,1,0,0, ,4,2
1996,1699,35,1,1,4,2,1,3,1,1,1,1,5,2,-1,1,1,5,1
1996,1701,41,1,1,4,3,2,3,2,2,1,1,7,4,-4,0,2,6,3
1996,1702,56,1,1,2,3,2,5,1,2,1,1,7,4,-3,0,2,6,3
1996,1703,42,2,1,2,3,2,3,2,1,3,2, , ,0,0, , ,2
1996,1704,64,2,1,2,3,2,3,2,2,1,3,1,4,0,0,1,4,2
1996,1705,42,2,4,2,3,2,1,2,1,2,3, ,1,1,0, ,4,2
1996,1706,21,1,1,3,3,2,4,2,2,2,1,2,3,1,-2, ,4,1
1996,1707,83,2,1,4,3,3,3,2,1,1,1,3,2,0,0,1,4,2
1996,1708,50,1,2,4,1,4,4,2,4,1,2,2,3,5,-5, ,4,3
1996,1709,62,2,1,2,1,3,3,2,1,5,1,5,2,-1,2,2,6,2
1996,1710,55,1,1,2,1,3,2,2,1,1,3,2,3,2,0, ,4,1
1996,1713,41,2,1,4,2,3,4,2,1,1,1,6,3,0,2,2,4,1
1996,1714,37,2,1,3,2,3,3,2,1,1,3,5,2,-2,-1,2,5,3
1996,1715,44,1,1,4,2,3,4,2,1,1,1,5,2,-2,2,2,5,3
1996,1717,88,2,1,3,3,3,1,2,1,5,1,5,2,-4,3,2,6,2
1996,1718,49,1,4,3,2,2,3,2,1,1,3,7,4,-5,5,2,6,3
1996,1720,89,1,1,4,1,3,4,2,4,1,1,5,2,1,-1,2,4,2
1996,1721,48,2,1,4,3,3,4,2,1,1,1,4,1,-2,0,2,5,2
1996,1722,55,2,1,2,3,3,3,2,1,3,1,2,3,1,-1,1,2,1
1996,1723,43,2,1,4,2,3,5,2,2,1,1,6,3,-2,0,2,6,3
1996,1724,51,2,1,4,2,3,4,2,2,3,1,7,4,0,-3,2,6,1
1996,1725,53,1,1,4,3,3,4,2,2,5,1,4,1,0,3,2,3,3
1996,1726,73,1,1,4,2,3,5,2,1,1,2,5,2,-5,5,2,7,2
1996,1727,61,2,1,2,3,3,3,2,1,1,5,7,4,-1,2,2,6,2
1996,1728,78,1,1,2,2,3,2,2,2,1,1,1,4,2,-2,1,2,2
1996,1730,58,1,5,1,1,3,3,1,1,1,4,1,4,1,0,1,4,2
1996,1732,25,2,2,3,1,3,2,2,1,2,1,3,2,4,-2,1,3,1
1996,1733,28,2,2,2,1,3,1,1,1,2,3,1,4,4,-1,1,6,3
1996,1734,43,2,2,2,1,3,1,2,1,4,2,2,3,4,-1,1,4,1
1996,1735,31,2,5,2,2,4,4,2,1,1,2,2,3,0,0,1,6,1
1996,1736,45,1,1,4,3,4,4,1,4,1,1,1,4,2,-2,1,2,2
1996,1737,45,2,1,4,1,4,4,2,1,1,1,1,4,1,-3,1,5,1
1996,1738,53,2,5,2,2,3,2,2,2,1,6,2,3,3,-1,1, ,2
1996,1740,61,2,5,1,2,3,2,2,2,1,3,1,4,3,0,1,2,2
1996,1742,31,1,1,3,2,2,2,2,4,2,3,7,4,-1,0,2,6,2
1996,1743,39,1,4,3,2,2,4,2,2,3,3,2,3,-2,0, ,4,3
1996,1744,72,1,1,4,2,2,4,2,2,1,1,5,2,1,5,2,5,3
1996,1745,53,1,1,4,2,2,5,2,2,1,2,6,3,-3,5,2,6,1
1996,1746,70,2,1,2,2,2,5,2,3,1,2,3,2,2,-2,1,4,2
1996,1747,76,2,1,3,2,2,3,1,2,1,3,2,3,-1,0, ,5,2
1996,1748,60,1,2,2,2,3,3,1,1,3,3,1,4,3,-2,1,2,1
1996,1749,50,1,1,4,1,2, ,2,2,3,3,3,2,3,-2,1,4,2
1996,1750,33,2,3,4,2,1,5,2,2,1,1,3,2,2,-1,1,4,1
1996,1751,82,2,1,2,2,1,1,2,1,5,2,7,4,-4,1,2,4,1
1996,1753,58,2,1,3,2,4,3,2,2,1,3,1,4,5,-5,1,3,3
1996,1754,40,2,1,3,3,3,4,1,1,1,2,4,1,0,-2, ,3,3
1996,1755,24,2,1,4,3,3,4,2,1,1,1,6,3,-3,0,2,5,1
1996,1756,53,2,1,2,3,3,3,1,1,1,1,6,3,0,0,1,4,1
1996,1757,87,2,1,2,2,2,2,2,1,5,6,7,4,-3,2,2,5,2
1996,1758,26,1,1,4,1,3,3,2,1,2,1,7,4,-5,4,2,7,1
1996,1759,35,1,4,2,3,3,3,2,1,7,3,2,3,-3,-1, ,6,1
1996,1760,54,2,1,4,1,2,3,1,3,1,2,1,4,2,-3,1,6,2
1996,1761,48,1,1,4,2,3,5,2,1,3,1,4,1,2,2, ,4,1
1996,1762,43,1,1,4,2,1,4,2,2,2,2,3,2,0,-1,1,4,1
1996,1763,44,1,1,4,2,1, ,2,2,1,2,6,3,-2,2,2,6,2
1996,1764,76,1,1,4,2,3,2,2,2,2,1,5,2,-1,2, ,5,2
1996,1765,72,1,1,4,2,1,3,2,2,1,1,6,3,0,1,2,4,2
1996,1766,48,2,1,2,1,2,4,1,1,1,2,1,4,1,-2, ,3,1
1996,1767,59,1,1,3,2,2,4,2,1,1,1,7,4,-5,5,2,6,2
1996,1768,50,1,1,4,2,2,4,1,1,1,2,5,2,-5,2,2,6,3
1996,1769,72,1,1,2,3,1,2,1,2,1,3,1,4,0,0,1,4,1
1996,1770,45,1,1,3,2,2, ,1,1,1,1,3,2,3,-2,1, ,2
1996,1771,43,1,1,4,3,1,3,2,1,1,1,3,2,0,-1, ,5,3
1996,1774,31,2,1,2,2,1,3,2,2,4,2,5,2,2,2, ,4,1
1996,1776,36,1,1,4,2,1,3,2,1,1,1,5,2,-5,3,2,6,2
1996,1777,43,1,2,3,2,1,4,1,1,2,3,2,3,0,-2, ,2,3
1996,1778,47,2,1,4,2,3,5,2,2,1,1,2,3,3,0,1,3,1
1996,1779,38,2,2,3,1,1,4,2,1,1,1,1,4,3,-1,1, ,2
1996,1780,39,2,2,3,1,1,4,1,1,1,1,1,4,4,-4,1,2,3
1996,1781,36,2,2,3,1,1,2,2,1,2,3,4,1,0,0,1,3,3
1996,1782,44,2,2,3,2,1, ,1,1,1,2,1,4,2,-3,1,2,3
1996,1783,33,1,2,3,2,1, ,1,4,2,1,2,3,3,-3,1,4,1
1996,1784,69,2,1,1,3,2,1,2,1,5,1,1,4,2,-2,1,6,2
1996,1785,57,2,1,3,2,2,3,2,2,1,1,1,4,3,-3,1,4,1
1996,1786,21,2,1,2,3,2,3,2,4,1,3,2,3,1,0,1,4,1
1996,1787,74,1,2,1,1,2,1,1,1,1,3,1,4,3,-1,1,5,2
1996,1788,50,2,1,2,2,2,2,1,4,2,3,1,4,0,-2,1,6,1
1996,1789,77,2,1,3,2,2,3,1,1,1,1,4,1,4,4,2,6,2
1996,1790,22,2,2,3,1,2,1,2,1,2, ,1,4,0,0, ,2,1
1996,1791,39,1,2,4,1,2,3,2,2,3,1,1,4,1,-5,1,2,2
1996,1793,46,1,2,2,2,4,5,1,2,1,3,3,2,2,-4,1,4,1
1996,1794,42,2,2,3,1,2,2,1,1,2,2,1,4,4,-2, ,4,2
1996,1795,62,1,1,2,3,1,3,2,2,1,3,2,3,0,0,1,4,1
1996,1796,47,1,1,2,3,1,4,2,2,2,1,6,3,0,-4,1,5,2
1996,1797,84,1,1,2,3,1,2,2,1,1,3,6,3,-2,1,2,6,2
1996,1798,53,1,1,1,3,1,3,2,2,1,3,1,4,1,-3,1,4,1
1996,1800,35,2,1,4,3,4,3,2,1,1,1,7,4,-4,2,2,6,2
1996,1801,65,1,1,3,3,3,4,2,1,5,1,5,2,-3,5,2,6,1
1996,1803,82,1,1,4,1,4, ,2,2,5,1,3,2,1,-1,1,4,1
1996,1804,75,2,1,2,1,4, ,2,2,1,1,1,4,2,-2,1,6,2
1996,1805,37,2,1,4,1,4, ,2,4,1,2,5,2,1,-1,1,4,1
1996,1806,46,1,1,2,1,2,3,2,2,3,3, ,1,1,0, ,6,1
1996,1807,34,1,2,4,2,1,4,2,1,4,2,3,2,4,-1, ,4,1
1996,1808,67,1,1,2,1,2,3,1,2,1,3,2,3,1,-2,1,3,2
1996,1809,43,2,1,4,1,2,3,2,1,1,2,2,3,3,-3, ,3,2
1996,1810,56,1,1,4,1,2, ,2,4,3,1,3,2,1,-2, , ,2
1996,1811,46,2,1,3,3,1,2,1,1,4,2,4,1,-1,1,1,4,2
1996,1813,28,1,1,4,2,4,3,2,2,2,1,5,2,0,1,2,4,1
1996,1814,27,2,1,4,2,4,3,2,4,1,1,6,3,1,0, ,4,1
1996,1816,60,2,1,3,1,4,3,1,1,3,2,5,2,-2,3,2,4,2
1996,1817,72,2,1,3,2,4,3,2,4,3,1,1,4,4,-5, ,3,2
1996,1818,62,1,1,2,3,2,3,2,4,1,3,5,2,0,0,2,4,2
1996,1820,54,1,1,4,1,3,5,2,2,1,1,1,4,1,1,1,2,1
1996,1821,75,1,1,3,1,3,4,2,2,5,1,1,4,5,-2,1,4,1
1996,1822,62,1,1,3,2,2,4,2,1,1,1,7,4,-3,3,2,6,2
1996,1824,73,2,1,4,3,2,2,2,1,3,2,3,2,2,0, ,4,3
1996,1825,45,2,1,2,3,2,4,2,1,1,3,1,4,3,-1, ,4,1
1996,1826,61,1,1,2,3,2,3,2,1,1,3,2,3,0,-2,1,5,2
1996,1827,48,2,1,2,3,2,3,1,1,3,2,2,3,1,-3,1,2,3
1996,1828,30,2,1,3,3,2,2,2,1,2,3,6,3,-3,4, ,6,3
1996,1829,38,2,1,2,3,2,1,2,1,3,3,6,3,0,0, ,6,1
1996,1830,78,1,1,2,3,2, ,1,4,1,3,2,3,0,0,1,6,2
1996,1831,65,1,1,2,3,2,3,2,4,3,3,5,2,-2,0,2,6,2
1996,1832,42,1,1,3,3,2,3,1,4,3,3,3,2,0,-1,1,3,2
1996,1834,37,1,1,2,3,2,3,2,2,1,3,2,3,1,1, ,4,1
1996,1835,39,2,1,3,3,2,4,2,1,1,2,7,4,-1,0,2,4,1
1996,1837,56,1,1,4,3,2,4,1,1,1,1,5,2,0,-1,2,4,1
1996,1838,82,1,1,1,3,2,2,2,2,1,3,4,1,-1,1,2,6,2
1996,1839,44,2,1,2,3,2,4,1,2,1,2,3,2,1,-3, ,4,1
1996,1840,45,1,1,3,3,2,3,2,1,1,5,6,3,-5,3,2,6,2
1996,1841,70,1,1,2,3,2,3,2,2,1,3,1,4,3,0,1,4,2
1996,1843,26,2,4,3,3,2,3,2,2,1,3,6,3,-1,0,2,6,3
1996,1846,62,1,1,2,3,2,4,1,1,1,3,2,3,1,-2,1,4,1
1996,1847,75,2,1,3,3,2,3,2,2,1,1,3,2,-1,3,2,4,3
1996,1849,67,1,1,2,3,3,3,1,1,2,3,6,3,-2,-1,2,5,1
1996,1850,42,1,1,4,2,3,3,2,1,2,1,1,4,4,-5,1,4,1
1996,1852,59,2,1,3,3,1,4,2,2,1,1,5,2,-1,1,2,5,2
1996,1853,24,1,1,4,3,1,2,2,2,2,3,3,2,0,1, ,4,1
1996,1854,35,2,1,2,2,2, ,2,2,1,3,6,3,0,1,2,5,1
1996,1855,34,1,1,3,1,3,3,2,2,2,2,1,4,5,0, ,4,1
1996,1856,64,2,1,1,3,3,1,2,4,1,3,3,2,0,-2,1, ,1
1996,1857,26,1,1,3,3,3,3,2,1,2,1,6,3,-1,1, ,5,2
