year,resid,age,gender,race,educ1,urban,region,income,union,religion,martial_status,occup2,partyid7,str_partyid,dlikes,rlikes,presvote_2party,ideo7,perfin1
1992,2119,29,2,1,2,3,4,3,1,4,1,6,7,4,-1,5,2,6,1
1992,2120,67,1,1,2,3,4,3,2,1,1,3,5,2,0,3, ,5,2
1992,2122,40,1,1,3,3,2,4,2,1,1,3,7,4,-4,3,2,6,1
1992,2123,21,1,1,2,2,4,3,2,1,2,3,6,3,3,-1,1,4,2
1992,2124,26,1,1,3,3,3,2,2,4,2,3,5,2,-2,1, ,5,2
1992,2126,35,1,1,3,2,3,3,2,1,1,3,7,4,-5,2,2,6,3
1992,2127,36,2,1,2,3,2,2,2,1,3,1,2,3,0,-2,1,3,2
1992,2128,50,2,1,2,3,3,4,1,1,1,5,1,4,1,0,1,4,1
1992,2129,57,1,1,3,3,2,4,1,1,1,3,2,3,4,-1,1,3,3
1992,2130,33,2,1,2,3,1,4,2,1,1,2,5,2,-1,1,2,5,1
1992,2131,25,2,1,3,3,2,1,1,1,7,2,3,2,4,-1, ,4,1
1992,2132,55,1,5,2,1,4,1,2,4,2,3,1,4,1,-3, , ,2
1992,2134,40,1,1,4,1,1,4,2,2,1,2,2,3,-1,0,1,5,3
1992,2135,24,1,1,2,1,1,4,2,2,1,1,2,3,5,-5,1,2,1
1992,2137,35,2,1,3,2,3,1,2,2,1,3,2,3,0,0, ,4,3
1992,2138,75,1,1,3,1,2,3,2,1,1,2,7,4,-3,1,2,6,2
1992,2139,74,2,1,3,1,4,2,2,1,5,3,1,4,1,-1, ,2,2
1992,2140,19,1,4,2,3,1,3,2,4,2, ,6,3,-2,2, ,2,1
1992,2141,66,2,1, ,1,2,2,2,2,1,2,1,4,5,-4,1,4,3
1992,2142,29,2,1,3,2,1,4,2,1,1,1,6,3,1,2, ,3,1
1992,2143,24,2,1,2,3,1,1,2,4,1,3,2,3,0,-1,2,2,3
1992,2144,30,1,1,4,3,2,2,2,4,2,1,3,2,1,-4, ,2,3
1992,2145,30,1,1,4,2,3,3,2,1,1,1,4,1,-2,3,2,4,2
1992,2146,54,2,1,3,2,3,3,1,1,1,6,2,3,-1,-2,2,5,2
1992,2147,50,2,1,2,2,1,2,2,1,3,3,5,2,2,4,2,6,3
1992,2148,46,2,1,4,3,2,3,2,1,4,1,7,4,-2,5,2,5,2
1992,2150,57,2,2,4,1,1,4,1,1,3,1,3,2,-1,0,1,3,2
1992,2151,87,2,2,2,2,2,1,2,1,5,3,1,4,1,-1,1,3,2
1992,2152,60,2,1,2,2,4,4,1,2,1,4,1,4,2,-1, ,3,2
1992,2154,64,1,1,4,3,2, ,2,2,1,1,5,2,-3,2, ,5,2
1992,2155,49,1,1,2,3,2,3,2,1,1,3,6,3,-5,1,2,6,2
1992,2156,40,1,2,1,3,3,4,2,1,1,3,6,3,1,0, ,4,2
1992,2157,64,1,1,4,3,1,5,2,1,3,1,4,1,4,-5, ,4,2
1992,2158,66,2,1,4,3,1,4,2,1,1,1,7,4,1,-4, ,4,3
1992,2159,23,1,1,2,3,1,2,2,1,1,4,7,4,-1,2, ,5,1
1992,2160,26,2,1,3,3,3,1,2,1,3,3,4,1,3,-4,1,4,1
1992,2161,27,1,1,2,3,3,4,2,1,1,3,5,2,-2,-1,2,5,1
1992,2162,32,1,1,3,2,3,3,2,1,1,2,7,4,-1,3,2,6,1
1992,2163,33,2,2,2,3,3,1,2,1,4,4,2,3,0,0, ,4,3
1992,2164,33,1,1,3,3,1,3,2,4,1,2,4,1,4,-3, ,4,3
1992,2165,39,2,1,3,3,3,4,2,1,1,6,1,4,2,-1,1,5,2
1992,2166,27,1,1,2,3,3,3,2,1,1,1,5,2,1,3,2,6,2
1992,2167,43,2,1,2,2,3,3,2,1,1,1,2,3,5,-2,1,2,3
1992,2168,55,1,1,2,3,3,4,2,1,1,3,6,3,-1,1,2,4,2
1992,2170,32,1,1,3,3,2,4,2,1,1,5,6,3,0,1,2,4,2
1992,2173,81,2,1,3,3,2,3,2,1,1,5,7,4,-2,-1, ,6,3
1992,2174,47,1,1,4,2,2,4,2,2,1,1,7,4,-3,4,2,5,2
1992,2175,64,1,1,2,2,1, ,2,2,1,1,7,4,-1,1,2,6,2
1992,2176,50,1,1,3,2,2,3,2,1,1,1,6,3,0,-1,2,5,2
1992,2180,37,1,1,4,3,3,2,2,4,1,3,1,4,4,-3,1,2,2
1992,2182,30,2,1,4,1,1,3,2,2,4,1,2,3,4,-2, ,3,3
1992,2183,54,2,2,2,3,3,2,2,1,2,3,1,4,1,0,1,6,2
1992,2184,79,2,1,2,3,3,1,2,1,5,3,1,4,5,-3, ,6,3
1992,2185,55,2,2,2,2,3,2,2,1,1,3,2,3,0,-3, ,6,3
1992,2186,40,1,1,2,3,2,3,2,4,3,3,6,3,2,1, ,4,3
1992,2187,30,2,1,4,2,1,3,2,1,3,2,6,3,-5,3,2,4,3
1992,2188,53,2,2,2,1,3,3,2,1,4,3,1,4,2,-2,1,5,2
1992,2189,23,2,2,2,2,4,1,2,1,2,2,5,2,3,-2, ,3,3
1992,2192,50,2,4,1,3,3,1,2,1,3,6,7,4,1,0, , ,1
1992,2193,35,1,4,3,3,4,4,1,4,1,1,5,2,0,3,2,5,3
1992,2194,67,2,4,1,3,4,3,1,1,1,6,3,2,1,-2,1,4,3
1992,2196,26,1,1,2,3,1,2,2,4,1,3,5,2,2,-2, ,6,1
1992,2197,33,1,1, ,3,2,4,2,4,1,5,6,3,0,0,2,6,1
1992,2198,62,2,2,2,3,3,1,2,1,5,3,3,2,0,2, , ,2
1992,2199,35,2,2,3,3,3,2,1,1,1,3,1,4,2,-3,1,4,2
1992,2200,73,1,1,2,3,4,2,2,1,1,3,2,3,3,-2,1,4,2
1992,2201,48,2,3,4,2,2,5,2,1,1,6,6,3,2,-1, ,3,2
1992,2202,74,1,1,2,3,2,2,2,1,1,4,2,3,0,-2, ,4,2
1992,2204,60,2,1,2,2,3,2,2,1,1,3,2,3,0,1, ,6,2
1992,2205,36,1,2,3,1,3,3,1,1,1,3,2,3,2,-2,1,2,1
1992,2206,44,2,5,1,2,3,1,2,1,4,6,6,3,-1,5, ,6,2
1992,2207,60,2,1,3,2,1,4,2,2,1,3,2,3,2,0,1,2,2
1992,2208,25,2,1,4,1,1,3,2,2,1,1,2,3,3,-4,1,3,2
1992,2209,32,1,4,2,3,3,4,2,2,3,3,6,3,-3,3,2,5,2
1992,2210,36,1,1,2,2,1,3,2,1,2,3,2,3,5,0,1,3,2
1992,2211,40,1,1,4,2,4,4,2,1,1,1,7,4,-4,2,2,6,1
1992,2213,69,2,1,2,1,2,1,2,4,5,3,1,4,1,-1,1,5,2
1992,2214,24,1,1,2,2,2,2,2,1,2,3,6,3,-1,2, ,5,3
1992,2216,70,2,1,2,3,1,2,2,4,5,2,3,2,0,-3,1,3,2
1992,2217,40,2,1,4,1,1,4,1,3,3, ,2,3,4,-5,1,2,3
1992,2218,58,2,1,1,3,3,2,2,1,5,3,5,2,0,3, ,6,2
1992,2220,63,2,5,1,1,3, ,2,1,3,6,7,4,-1,5,2,4,2
1992,2223,66,2,1,4,2,4,2,2,4,3,2,7,4,1,0,2,5,1
1992,2224,45,1,1,2,3,3,4,2,3,1,3,2,3,2,-2,1,4,2
1992,2225,63,2,1,3,2,1,4,2,2,5,2,3,2,2,0,1,4,3
1992,2226,55,2,1,2,1,1,4,2,2,1,4,1,4,-1,-2,2,4,3
1992,2227,28,2,1,3,2,1,3,2,2,2,2,3,2,2,-4,1,2, 
1992,2228,42,2,2,2,3,3,3,2,1,1,2,4,1,0,0, ,4,1
1992,2229,30,1,1,3,1,4,1,2,2,2,3,3,2,4,-5, ,1,3
1992,2231,61,1,1,2,2,3,1,1,1,1,3,1,4,3,-4,1,4,3
1992,2232,34,2,2,2,2,3,2,2,1,1,1,3,2,0,0, ,5,3
1992,2233,75,2,1,1,2,2,1,2,2,5,6,1,4,1,-1, ,6,3
1992,2234,30,1,1,4,2,2,4,2,2,1,2,7,4,-3,2, ,6,1
1992,2237,43,1,1,4,3,3,4,2,1,1,1,7,4,-4,4,2,6,1
1992,2239,43,1,1,2,2,1,4,2,1,1,3,3,2,3,-3,1,4,3
1992,2241,42,2,1,2,3,1,4,2,2,1,2,6,3,-3,0,2,4,2
1992,2245,64,1,1,4,3,1,3,2,1,3,1,5,2,5,-1,1,5,2
1992,2246,57,2,1,2,3,1,3,1,4,3,2,6,3,1,-1, ,6,3
1992,2248,43,2,1,2,3,3,3,2,1,3,1,1,4,3,-2,1,6,3
1992,2249,49,2,2,2,1,3,1,2,1,3,3,1,4,2,-2,1,6,3
1992,2250,37,2,1,3,3,4,4,2,1,1,1,6,3,1,-1, ,3,3
1992,2251,46,1,1,3,2,1,4,1,2,3,3,4,1,5,-5,1,4,3
1992,2252,47,1,1,4,2,3,4,1,1,1,2,7,4,-2,2,2,6,2
1992,2253,56,1,2,2,1,4,3,2,1,1,1,1,4,3,-3,1,4,3
1992,2254,75,2,2,1,2,2,1,2,1,5,6,1,4,2,0,1,4,3
1992,2255,30,1,5,3,1,1,1,2,4,1, ,4,1,4,-4,1,2,2
1992,2256,35,1,1,4,1,3,4,2,1,1,1,6,3,-3,4,2,7,2
1992,2257,42,1,1,3,1,1,2,2,1,2,3,1,4,5,-3, ,6,3
1992,2258,68,1,1,2,3,3,3,2,1,1,3,3,2,-1,-1,1,4,3
1992,2259,34,1,2,2,1,3,3,2,1,1,3,1,4,1,-2, ,4,1
1992,2260,29,2,1,3,2,3,2,2,1,1,2,2,3,-2,4,2,5,1
1992,2261,82,2,1,1,2,2,1,2,2,5,3,7,4,0,1,2, ,2
1992,2263,75,2,1,2,3,3,4,2,1,5,5,2,3,2,1,2,6,3
1992,2264,56,2,1,2,2,4,3,1,1,1,3,6,3,-1,0,2,6,2
1992,2265,36,2,1,2,2,4,4,1,1,1,3,6,3,-2,-1,2,5,3
1992,2266,40,2,1,4,1,4,3,2,1,2,2,3,2,-2,-1, ,3,3
1992,2267,76,2,1,2,1,4,2,2,1,1,3,1,4,3,-5,1,2,3
1992,2268,42,1,1,4,1,4,1,2,1,3,3,4,1,1,0,1,2,1
1992,2269,26,1,5,2,1,4,4,1,2,1,1,3,2,1,-1, ,2,1
1992,2270,36,2,1,3,2,2,3,2,1,3,1,5,2,-2,-1,2,5,2
1992,2271,46,2,1,4,1,4,4,2,4,1,1,1,4,4,-3,1,2,2
1992,2272,23,1,1,4,2,1,3,2,1,2,1,4,1,0,0,1,4,3
1992,2273,44,2,1,2,2,1,4,1,1,1,2,2,3,2,-2,1,5,1
1992,2274,47,1,1,3,3,2,4,2,1,1,5,7,4,0,0,2,6,2
1992,2275,72,2,1,2,2,4,2,2,2,5,2,2,3,2,5, , ,2
1992,2276,35,2,1,3,3,2,3,2,1,1,2,7,4,0,0,2,5,3
1992,2277,40,1,1,4,2,4,4,2,3,1,1,2,3,4,-1, ,5,1
1992,2278,40,2,1,4,2,1,3,2,2,2,3,2,3,-2,1,2,6,3
1992,2279,71,1,1,4,2,1,4,2,1,1,3,7,4,-2,3, ,5,2
1992,2280,37,1,1,4,1,1,3,1,4,2,1,1,4,2,-5,1,3,1
1992,2281,38,2,1,3,2,1,4,2,2,1,1,1,4,5,-1,1,2,1
1992,2282,39,2,1,2,1,1,3,2,2,1,2,2,3,3,-2,1,4,2
1992,2283,83,1,1,1,1,1,1,2,4,5,3,1,4,0,0, ,2,2
1992,2284,45,2,1,3,2,4,3,1,1,3,1,3,2,-3,4,2,6,2
1992,2285,62,2,1,3,1,4,2,2,2, ,1,3,2,-2,-2, ,4,3
1992,2286,65,2,1,2,3,3,1,2,1,3,3,1,4,5,-1,1,4,3
1992,2287,36,1,1,3,1,3,3,2,1,3,3,7,4,-3,2,2,4,3
1992,2288,74,1,1,4,2,4,3,2,1,1,1,5,2,-4,5,2,6,2
1992,2289,29,2,1,2,2,4,4,2,1,1,2,2,3,5,-2, ,3,3
1992,2291,31,2,1,2,3,3,2,2,1,3,2,2,3,0,1,2,4,2
1992,2292,64,2,1,2,2,1, ,2,2,3,3,3,2,3,-3,1,6,2
1992,2294,26,1,2,4,1,1,3,2,1,2,2,2,3,0,-2, ,6,2
1992,2295,37,2,1,4,2,1,3,2,1,3,2,2,3,2,-5,1,3,1
1992,2296,48,2,1,2,2,3,5,2,1,1,3,7,4,-3,1,2,6,2
1992,2298,63,2,1,2,3,2,3,2,2,1,2,3,2,2,0,1,2,2
1992,2299,47,1,5,3,1,4,1,1,2,1,3,2,3,4,-1, ,3,3
1992,2300,61,2,1,2,3,2,4,1,1,1,2,5,2,-3,2,2,6,2
1992,2301,47,2,1,3,3,2,2,2,1,1,3,5,2,4,-4,1,6,3
1992,2303,62,2,1,3,3,4,3,2,1,1,6,6,3,-2,-2,2,6,1
1992,2304,29,1,1,4,2,3,3,2,1,1,2,6,3,-3,4, ,6,1
1992,2305,46,1,1,4,2,2,5,1,2,1,1,7,4,-5,2,2,5,1
1992,2307,20,2,2,2,2,2,1,2,4,2,2,3,2,2,-1,1,2,3
1992,2308,28,2,5,2,2,2,2,2,1,2,3,7,4,0,0, ,4,3
1992,2309,66,2,1,2,2,2,3,2,2,3,1,1,4,1,-1,1,4,2
1992,2310,39,1,1,3,3,2,3,2,1,1,3,6,3,-1,3,2,6,1
1992,2311,30,1,1,3,2,1, ,2,4,2,3,2,3,3,-3, ,2,3
1992,2312,49,2,1,3,2,2,4,2,2,1,2,2,3,2,2,2,6,2
1992,2313,33,1,1,4,2,1,3,2,2,2,1,3,2,0,0, ,2,1
1992,2314,68,2,1,3,1,2,4,2,3,5,6,3,2,0,-5, ,4,2
1992,2316,48,1,3,4,2,4,5,2,1,1,1,7,4,-4,5,2,6,2
1992,2317,44,1,1,3,2,4,3,1,1,1,2,7,4,-3,4,2,6,1
1992,2318,39,2,1,3,3,2,1,2,1,3,1,4,1,4,-5, ,6,3
1992,2319,47,2,2,2,3,3, ,2,1,1,3,3,2,3,-1,1, ,1
1992,2320,82,1,1,1,3,3,2,2,4,1,4,5,2,-3,5,2,6,2
1992,2321,52,2,1,2,3,3,3,2,1,1,1,4,1,1,-2,1,4,3
1992,2322,34,2,4,2,3,3,2,2,1,1,6,2,3,-1,-5, ,2,1
1992,2324,77,2,1,2,2,3,2,2,1,1,3,1,4,2,1,1,6,2
1992,2325,40,1,1,4,1,1, ,2,4,1,1,2,3,1,-1, ,4,2
1992,2327,58,2,1,1,3,2,3,2,1,3,3,7,4,-3,2,2,6,1
1992,2328,61,1,1,4,2,4,4,2,2,1,1,7,4,-4,-1,2,6,2
1992,2329,34,2,1,2,2,4,5,2,2,1,2,6,3,4,1,1,6,1
1992,2330,39,1,5,3,2,4,3,2,2,1,1,7,4,0,1, ,6,2
1992,2331,42,2,5,2,2,4,2,2,2,1,3,1,4,4,-5,1,4,2
1992,2332,33,1,5,2,2,4,3,2,2,1,5,1,4,2,-1, ,4,2
1992,2333,78,1,1,3,2,4,3,2,1,1,1,5,2,0,-4, ,4,2
1992,2334,71,2,1,2,1,4,1,2,4,5,2,3,2,3,-2,1,4,2
1992,2335,66,1,1,2,3,2,3,2,1,1,3,6,3,-3,2,2,6,1
1992,2336,42,1,1,4,3,2,2,2,4,3,3,3,2,1,-5,1,1,3
1992,2337,24,2,1,2,3,2,1,2,1,1,6,6,3,0,0,2,6,2
1992,2338,76,2,4,1,3,3,1,2,1,5,1,3,2,-2,4,2,6,2
1992,2339,46,1,1,2,3,3,1,2,1,3,3,3,2,1,-1,1,4,3
1992,2341,82,1,1,2,2,1,3,2,2,1,2,1,4,1,-1,1,4,2
1992,2343,57,2, ,1,1,3,1,2,1,1, ,6,3,0,1, ,6,2
1992,2344,68,1,1,1,3,2,2,2,1,1,3,1,4,5,-3,1,2,3
1992,2345,75,1,1,2,3,2,2,2,1,1,3,2,3,1,-5,1,2,3
1992,2346,76,1,1,1,3,2,2,2,2,5,3,1,4,0,0,1, ,1
1992,2347,75,1,1,4,1,1, ,2,3,3,1,2,3,5,-5, ,4,3
1992,2348,83,1,1,4,1,1,3,2,3,1,1,3,2,3,-4, ,2,3
1992,2349,75,1,5,1,2,4,2,1,4,5,3,2,3,2,-1,1,6,2
1992,2350,69,1,5,2,2,4,3,2,2,1,3,1,4,2,0, ,4,2
1992,2352,60,2,1,2,2,3,2,2,1,5,3,4,1,0,1,2,6,3
1992,2353,49,1,1,3,2,4,4,2,2,1,4,5,2,-3,3, ,4,3
1992,2354,34,1,1,2,3,4,5,2,1,1,3,5,2,-3,3,2,2,1
1992,2360,46,1,5,4,1,3,4,2,1,1,2,5,2,-2,0,2,5,1
1992,2361,31,1,1,4,1,1,3,1,2,2,1,2,3,2,-3,1,2,1
1992,2362,49,2,1,2,2,1,3,1,2,1,3,5,2,-1,0,2,7,3
1992,2365,31,2,1,2,3,4,3,2,1,1,3,2,3,3,-2, ,4,2
1992,2366,49,1,1,3,3,4,3,1,1,1,1,6,3,-1,3, ,4,3
1992,2368,53,1,1,2,2,3,3,2,1,1,2,1,4,-2,4,2,6,1
1992,2370,56,1,1,2,2,3,4,1,1,1,3,6,3,-2,0, ,6,3
1992,2371,68,2,4,2,1,4,3,2,1,3,2,3,2,2,-1,1,5,1
1992,2372,43,2,1,2,2,4,2,2,1,5,1,7,4,-1,1,2,6,1
1992,2373,62,1,1,4,2,4,4,2,2,1,1,5,2,-1,-3,2,6,2
1992,2375,73,2,2,1,3,3,2,2,1,1,6,1,4,0,-1, ,7,2
1992,2376,51,2,2,2,3,3,4,2,1,1,2,1,4,0,0,1,6,1
1992,2377,75,2,1,2,3,3,2,2,1,5,6,3,2,1,-3,1,2,2
1992,2378,50,1,1,4,1,1,4,2, ,2,1, , ,-1,-2, , ,2
1992,2379,53,1,1,4,1,1,5,2,3,1,1,2,3,4,-5,1,4,2
1992,2381,22,2,1,2,2,1,1,2,2,4,2,4,1,-1,5, ,6,3
1992,2382,42,2,1,4,1,1,5,2,3,1,2,5,2,-2,1,1,6,1
1992,2384,61,1,1,4,1,3,4,2,1,1,2,7,4,-4,1,2,7,1
1992,2385,64,1,1,2,2,3,3,2,1,1,3,3,2,3,-3,1,6,3
1992,2386,70,2,1,2,3,2,3,2,1,5,2,7,4,-3,2,2,6,2
1992,2387,82,2,2,2,3,3,1,2,1,5,1,1,4,3,-1,1,4,2
1992,2388,69,1,1,1,3,2,2,2,2,5,1,1,4,4,-3,1,6,3
1992,2389,44,1,1,3,1,3,4,2,1,1,2,4,1,2,-3,1,4,2
1992,2390,22,1,1,3,2,2,1,2,4,2,2,3,2,0,-1,1,3,3
1992,2391,33,1,1,2,2,3,1,2,1,1,4,5,2,0,0, ,3,3
1992,2392,28,2,1,4,2,4,5,2,1,1,1,7,4,-1,3,2,5,1
1992,2394,32,1,1,4,2,2,4,2,2,1,1,6,3,-5,5,2,5,3
1992,2396,63,2,2,2,1,4,2,2,2,4,3,1,4,1,0,1,2,1
1992,2397,36,1,1,4,1,4,4,2,1,1,1,1,4,4,-1, ,3,1
1992,2398,28,1,1,2,3,3,1,2,1,2,1,7,4,-2,0, ,5,1
1992,2399,34,1,3,3,1,4,4,1,1,2,3,6,3,0,0, ,5,1
1992,2400,30,2,2,2,2,2,1,2,1,2,3,5,2,0,0, ,4,2
1992,2401,21,1,3,3,2,2, ,2,2,2,3,5,2,0,2, ,2, 
1992,2402,29,1,1,4,2,2,4,2,1,1,2,6,3,-1,2, ,6,1
1992,2403,42,2,2,4,1,3, ,2,1,5,2,1,4,5,-4,1,1,1
1992,2404,46,2,1,2,3,2,3,2,1,1,2,2,3,3,0,1,4,3
1992,2405,39,1,1,4,3,4,4,1,1,1,1,2,3,2,-4,1,3,1
1992,2406,70,2,2,1,3,3,1,2,1,5,3,1,4,3,-2,1,2,3
1992,2407,56,1,2,1,2,3,1,2,1,3,3,1,4,4,0,1,7,3
1992,2408,60,1,1,2,2,3,3,2,1,1,5,6,3,-3,2,2,4,3
1992,2409,32,2,1,2,2,3,2,2,4,1,2,6,3,2,-1,1,3,3
1992,2410,33,2,5,2,2,3,1,2,2,4,2,4,1,0,0, ,6,1
1992,2411,37,1,4,2,2,3,3,1,2,1,3,3,2,1,-3, ,4,3
1992,2412,67,2,1,2,2,3,2,1,2,1,6,1,4,0,-4, ,4,2
1992,2413,68,2,1,2,3,1,1,2,1,5,2,6,3,1,0,1,4,3
1992,2416,60,1,2,2,3,3,1,2,1,1,4,1,4,4,-3, ,5,3
1992,2417,31,2,5,3,3,3,2,2,1,1,6,2,3,1,1,2,2,1
1992,2418,56,1,1,1,3,3,2,2,2,1,5,1,4,2,-3,1,6,3
1992,2419,32,2,2,2,3,3,2,2,1,4,3,2,3,0,-1, ,4,3
1992,2420,46,2,1,4,1,1,3,2,4,2,1,3,2,0,5,2,3,1
1992,2421,37,2,1,4,1,1,2,2,4,3,2,3,2,5,-4,1,3,3
1992,2422,34,1,1,3,2,1,2,2,2,2, ,5,2,1,0, ,5,3
1992,2423,76,2,1,4,1,1,3,2,2,1,2,7,4,-3,3,2,6,3
1992,2424,30,2,1,3,2,2,4,2,2,1,1,5,2,0,-2, ,4,1
1992,2425,48,1,1,4,1,2,4,2,1,1,1,1,4,3,0,1,2,1
1992,2426,83,2,1,2,1,2,3,2,1,5,2,7,4,-3,5,2,6,2
1992,2427,33,1,1,2,2,3,3,1,1,1,4,2,3,3,-1,1,5,1
1992,2428,51,2,1,3,2,3,4,1,1,1,1,2,3,5,-4,1,6,1
1992,2429,27,1,1,2,2,3,4,2,4,1,3,6,3,2,-2, ,6,2
1992,2430,70,2,1,1,2,3,1,2,1,5,3,1,4,3,-2,1,2,2
1992,2431,77,2,1,1,3,1,1,2,1,1,5,7,4,-1,0,2,5,1
1992,2434,74,2,1,3,3,2, ,2,2,5,1,4,1,-4,1, ,5,3
1992,2435,65,2,1,1,3,2,1,2,2,5,3,5,2,2,1, ,2,3
1992,2436,37,1,1,2,3,2,3,2,2,1,3,7,4,-2,2, ,2,2
1992,2437,75,1,1,4,2,3, ,2,2,1,1,2,3,5,-5,1,2,3
1992,2438,51,2,1,2,3,2,4,1,1,1,3,5,2,4,-5,1,6,1
1992,2439,23,2,1,3,3,2,2,2,1,1,2,3,2,3,-3,1,4,3
1992,2440,38,2,3,4,2,2,5,2,4,1,1,5,2,-2,0, ,3,3
1992,2441,39,2,1,2,2,2,4,2,1,1,1,6,3,2,-1,2,6,2
1992,2442,34,2, ,3,1,3,2,2,4,7,3,6,3,1,0, ,6,3
1992,2443,47,2, ,2,2,3,4,2,2,1,2,6,3,0,-1,1,6,3
1992,2444,44,2,1,4,2,2,5,2,4,1,1,3,2,2,-4,1,4,2
1992,2445,46,2,1,4,2,1,3,2,2,2,1,1,4,0,1, ,3,2
1992,2446,60,2,1,2,2,2,4,2,1,3,2,2,3,1,-3,1,6,2
1992,2447,41,1,5,3,2,2,4,1,2,1,2,3,2,2,-1,1,4,3
1992,2448,42,1,1,4,1,1,3,1,2,1,1,1,4,1,1,1,3,3
1992,2450,35,2,2,3,2,1,4,1,1,1,2,2,3,2,-1,1,4,1
1992,2451,55,1,1,4,1,1,3,2,1,3,1,4,1,2,1,1,4,2
1992,2452,49,1,1,3,1,1,3,2,2,1,1,7,4,-3,4, ,7,3
1992,2453,32,1,1,4,3,1,4,1,2,1,1,2,3,3,-3,1,3,1
1992,2454,69,1,1,4,3,1,3,2,2,1,1,6,3,-4,3,2,6,3
1992,2455,53,2,1,3,2,2,2,2,1,2,3,4,1,4,0, ,3,3
1992,2456,26,2,4,2,2,3,1,2,1,3, ,4,1,1,-1, ,4,3
1992,2457,28,1,1,2,1,4,2,2,1,1,3,1,4,2,-1,1,3,1
1992,2458,36,2,1,2,2,4,1,2,1,3,3,1,4,3,-3, ,3,2
1992,2459,77,1,1,2,2,4,4,2,1,1,2,6,3,-4,0, ,4,3
1992,2460,24,1,1,2,2,4,3,2,1,1,5,5,2,-2,-2,2,2,1
1992,2461,43,1,1,3,2,4,4,2,1,1,1,7,4,-4,3,2,6,1
1992,2462,81,2,1,1,3,2,2,2,1,1,3,1,4,4,-3,1,4,2
1992,2463,54,2,1,3,3,3,3,2,1,1,3,2,3,1,1,1,5,2
1992,2466,22,2,4,3,3,3,1,2,1,2,3,2,3,0,-1,1,6,3
1992,2467,47,1,4,1,3,3,3,2,1,1,3,2,3,0,1, ,2,2
1992,2468,32,1,1,2,3,3,2,2,1,3,4,7,4,-1,2,2,4,1
1992,2470,58,2,5,2,3,4,1,2,2,5,3,2,3,0,3,2,6,2
1992,2471,41,1,1,4,3,4,3,2,2,1,1,2,3,0,-2, ,5,3
1992,2472,64,2,1,1,1,1,2,2,2,1,3,2,3,0,-4,1,6,2
1992,2473,63,1,1,1,2,1,1,1,2,3,5,1,4,1,1, , ,2
1992,2474,82,2,1,1,1,2,3,2,1,1,3,1,4,4,-3,1,3,3
1992,2475,51,1,1,2,1,2,3,2,1,1,3,6,3,-1,1,2,4,2
1992,2476,55,1,1,3,2,2,4,2,1,1,3,7,4,-3,3,2,5,2
1992,2477,37,2,1,2,2,2,3,2,1,1,6,5,2,-1,0, ,5,2
1992,2478,63,1,5, ,1,3,3,2,2,1,3,2,3,3,-3, ,4,2
1992,2479,36,1,5,4,1,3,3,2,1,1,1,2,3,2,1,1,6,1
1992,2480,49,1,5,2,2,3,1,2,1,1,3,5,2,0,2, ,5,2
1992,2481,34,1,5,1,2,3,1,2,1,1,5,7,4,1,-4, ,4,3
1992,2483,25,1,1,4,2,4,4,2,1,1,2,7,4,-2,1,2,6,1
1992,2484,41,2,1,4,1,4,4,2,4,1,1,1,4,3,-3,1,3,1
1992,2485,35,2,2,2,3,3,2,2,1,3,3,7,4,1,1,1,3,1
1992,2487,47,1,5,2,3,3,3,2,2,7,3,2,3,0,-2, ,6,2
1992,2488,30,2,1,3,3,4,4,2,1,1,2,6,3,0,2, ,5,1
1992,2489,77,1,1,2,1,2,3,2,2,5,1,2,3,1,-1,1,2,2
1992,2491,88,2,1,1,1,2,1,2,2,5,6,2,3,-2,1, ,5,1
1992,2492,33,2,2,3,1,2,3,1,1,1,6,2,3,1,-1,1,6,1
1992,2493,81,1,1,2,3,2,2,2,1,5,3,1,4,3,-4,1,2,2
1992,2494,73,2,1,2,3,3,2,2,1,1,6,7,4,-2,3, ,6,2
1992,2495,72,2,1,1,3,3,1,2,1,5,3,1,4,3,-2,1,4,3
1992,2496,46,1,1,2,3,3,2,2,1,3,3,7,4,1,0, ,6,2
1992,2498,64,2,1,2,2,1,1,2,2,5,6,3,2,1,-3,1, ,3
1992,2499,43,1,1,3,2,1,4,2,4,1,1,5,2,4,-5, ,5,3
1992,2500,48,1,1,2,2,1,4,1,2,1,3,1,4,0,-2, ,5,3
1992,2501,44,1,1,4,1,3,4,2,3,1,1,2,3,-2,-2, ,3,3
1992,2503,37,2,1,4,1,3,4,2,4,1,1,4,1,-2,-3,1,3,1
1992,2504,82,1,1,1,1,1,1,2,2,1,3,1,4,0,5,1, ,2
1992,2506,53,1,1,2,2,2,4,2,1,1,3,7,4,0,1,2,6,1
1992,2507,78,1,2,2,3,3,2,2,1,1,3,1,4,5,-1,1,2,3
1992,2508,22,2,1,3,1,1,3,2,2,7,2,2,3,2,-4, ,3,3
1992,2509,57,1,1,2,3,3,2,2,1,1,4,7,4,-3,1,2,4,2
1992,2510,69,1,1,2,3,3,3,2,1,1,2,1,4,1,-3,1,4,2
1992,2511,56,2,2,2,3,3,3,2,1,1,3,4,1,0,0,1,3,2
1992,2512,67,1,1,4,3,4,3,2,4,2,1,1,4,5,-5,1,2,3
1992,2513,70,2,1,4,3,4,4,2,1,1,1,7,4,-3,1, ,4,2
1992,2514,23,1,1,3,3,2,2,2,1,1,3,6,3,-1,1,2,5,1
